num_of_antecedent_events,avg_of_case_remaining_time,y_case_remaining_time
21,762216.2992770204,0.0
0,771978.3777942169,2659505.496
1,771977.8326473025,2659505.322
2,1369727.7783866778,2659462.801
3,1601554.9322030153,2655770.099
4,1625623.3897638072,2655442.826
5,1590044.4747371168,2655442.826
6,1590041.78589297,2655442.018
7,1590041.7263020962,2655441.984
8,1446174.0401162277,2655440.733
9,1590044.4747371168,2655395.345
10,762216.2992770204,2655395.345
11,1590041.78589297,2655394.207
12,1590041.7263020962,2655394.181
13,1121596.2301124877,2655393.003
14,1121596.2301124877,2655304.316
15,1121596.2301124877,1960302.681
16,1121596.2301124877,1784096.888
17,1121596.2301124877,1436303.339
18,1121596.2301124877,1081262.409
19,1121596.2301124877,76407.83
20,1121596.2301124877,0.002
21,295.05900281373124,0.0
22,762216.2992770204,0.0
0,771978.3777942169,2659302.056
1,771977.8326473025,2659301.828
2,1369727.7783866778,2659256.697
3,1601554.9322030153,2658932.938
4,1590044.4747371168,2658643.518
5,1625623.3897638072,2658643.518
6,1590041.78589297,2658642.607
7,1590041.7263020962,2658642.578
8,1446174.0401162277,2658641.168
9,1590044.4747371168,2658369.54
10,762216.2992770204,2658369.54
11,1590041.78589297,2658368.372
12,1590041.7263020962,2658368.347
13,1121596.2301124877,2658366.918
14,1590044.4747371168,2658311.582
15,762216.2992770204,2658311.582
16,1590041.78589297,2658310.355
17,1590041.7263020962,2658310.297
18,1121596.2301124877,2658308.193
19,1121596.2301124877,2658294.397
20,1590044.4747371168,2658249.146
21,762216.2992770204,2658249.146
22,1590041.78589297,2658247.866
23,1590041.7263020962,2658247.836
24,1121596.2301124877,2658245.437
25,1121596.2301124877,1964603.989
26,1121596.2301124877,1023612.029
27,1121596.2301124877,839335.92
28,1121596.2301124877,745576.852
29,1121596.2301124877,76567.483
30,1121596.2301124877,0.002
31,295.05900281373124,0.0
32,762216.2992770204,0.0
0,771978.3777942169,709896.104
1,771977.8326473025,709894.817
2,1369727.7783866778,709845.717
3,1601554.9322030153,706655.302
4,1625623.3897638072,706537.815
5,1590044.4747371168,706537.815
6,1590041.78589297,706536.671
7,1590041.7263020962,706536.644
8,1446174.0401162277,706535.619
9,295.05900281373124,1.708
10,762216.2992770204,1.708
11,1121596.2301124877,0.0
0,771978.3777942169,696016.588
1,771977.8326473025,696016.476
2,1369727.7783866778,695974.673
3,1601554.9322030153,692574.79
4,1625623.3897638072,692486.913
5,1590044.4747371168,692486.913
6,1590041.78589297,692485.477
7,1590041.7263020962,692485.434
8,1446174.0401162277,692484.076
9,455055.6343089471,363320.16
10,1121596.2301124877,363318.079
11,4.30415657620042,3.881
12,2.1684603490170096,3.881
13,240389.78877129089,0.0
0,771978.3777942169,46.614
1,771977.8326473025,46.183
2,2.1684603490170096,0.0
0,771978.3777942169,49.651
1,771977.8326473025,49.503
2,2.1684603490170096,0.0
0,771978.3777942169,711660.558
1,771977.8326473025,711660.366
2,604336.2287726993,711032.115
3,1369727.7783866778,705727.432
4,604336.2287726993,705725.76
5,1601554.9322030153,702141.452
6,1590044.4747371168,701931.395
7,1625623.3897638072,701931.395
8,1590041.78589297,701930.257
9,1590041.7263020962,701930.221
10,1446174.0401162277,701929.145
11,1121596.2301124877,701326.879
12,1121596.2301124877,2150.379
13,1121596.2301124877,243.412
14,762216.2992770204,1.742
15,295.05900281373124,1.742
16,1121596.2301124877,0.0
0,771978.3777942169,2657535.404
1,771977.8326473025,2657535.231
2,1369727.7783866778,2657455.318
3,1446174.0401162277,2656714.149
4,1601554.9322030153,2642398.693
5,1625623.3897638072,2642259.678
6,1590044.4747371168,2642259.678
7,1590041.78589297,2642258.554
8,1590041.7263020962,2642258.526
9,1446174.0401162277,2642256.588
10,1590044.4747371168,2642164.665
11,762216.2992770204,2642164.665
12,1590041.78589297,2642162.973
13,1590041.7263020962,2642162.948
14,1121596.2301124877,2642161.537
15,1121596.2301124877,1947515.147
16,1121596.2301124877,1023993.298
17,1121596.2301124877,839456.156
18,1121596.2301124877,835288.275
19,1121596.2301124877,0.002
20,762216.2992770204,0.0
21,295.05900281373124,0.0
0,771978.3777942169,4705.514
1,771977.8326473025,4704.248
2,2.1684603490170096,2.573
3,604336.2287726993,0.0
0,771978.3777942169,38.404
1,771977.8326473025,38.292
2,2.1684603490170096,0.0
0,771978.3777942169,700752.001
1,771977.8326473025,700751.841
2,1369727.7783866778,700703.642
3,1446174.0401162277,698927.46
4,1446174.0401162277,686920.116
5,1446174.0401162277,632383.636
6,1446174.0401162277,600280.081
7,1446174.0401162277,510023.177
8,1446174.0401162277,286635.197
9,1446174.0401162277,108480.544
10,1446174.0401162277,2936.721
11,295.05900281373124,4.405
12,1446174.0401162277,0.0
0,771978.3777942169,2215.411
1,771977.8326473025,2215.293
2,1369727.7783866778,2170.832
3,2.1684603490170096,3.072
4,1446174.0401162277,0.0
0,771978.3777942169,2428.03
1,771977.8326473025,2427.877
2,1369727.7783866778,2382.258
3,2.1684603490170096,3.306
4,1446174.0401162277,0.0
0,771978.3777942169,3204.406
1,771977.8326473025,3204.077
2,2.1684603490170096,2.771
3,604336.2287726993,0.0
0,771978.3777942169,39.718
1,771977.8326473025,39.568
2,2.1684603490170096,0.0
0,771978.3777942169,2519.924
1,771977.8326473025,2519.812
2,2.1684603490170096,2.49
3,604336.2287726993,0.0
0,771978.3777942169,337.941
1,771977.8326473025,337.843
2,1369727.7783866778,300.124
3,2.1684603490170096,3.604
4,1446174.0401162277,0.0
0,771978.3777942169,1583.147
1,771977.8326473025,1582.362
2,2.1684603490170096,3.302
3,604336.2287726993,0.0
0,771978.3777942169,875.352
1,771977.8326473025,874.867
2,2.1684603490170096,3.174
3,604336.2287726993,0.0
0,771978.3777942169,3713102.493
1,771977.8326473025,3713102.244
2,1369727.7783866778,3713063.715
3,1446174.0401162277,3709569.249
4,1601554.9322030153,3709140.407
5,1590044.4747371168,3708918.584
6,1625623.3897638072,3708918.584
7,1590041.78589297,3708917.435
8,1590041.7263020962,3708917.411
9,1446174.0401162277,3708916.337
10,762216.2992770204,3708733.785
11,1590044.4747371168,3708733.785
12,1590041.78589297,3708732.794
13,1590041.7263020962,3708732.769
14,1121596.2301124877,3708731.598
15,1121596.2301124877,3008694.015
16,1121596.2301124877,2770223.411
17,455055.6343089471,2167510.89
18,1121596.2301124877,2167509.218
19,240389.78877129089,1731962.057
20,577842.8430326743,1730042.457
21,577842.8430326743,1724102.729
22,577842.8430326743,1716210.602
23,577842.8430326743,1660846.404
24,577842.8430326743,1640933.433
25,577842.8430326743,1122363.723
26,577842.8430326743,1051700.692
27,1590044.4747371168,1035882.986
28,762216.2992770204,1035882.986
29,1590041.78589297,1035881.733
30,1590041.7263020962,1035881.679
31,577842.8430326743,1035879.997
32,577842.8430326743,1035769.424
33,577842.8430326743,616051.576
34,577842.8430326743,455276.987
35,577842.8430326743,101165.298
36,577842.8430326743,93059.395
37,577842.8430326743,79559.498
38,455055.6343089471,22843.634
39,577842.8430326743,22841.595
40,240389.78877129089,22219.138
41,7527.792504385949,8.71
42,7845.474540145966,8.709
43,7845.475503649621,8.709
44,7845.474449635019,8.709
45,240389.78877129089,0.0
0,771978.3777942169,940610.615
1,771977.8326473025,940610.224
2,1369727.7783866778,940556.178
3,1601554.9322030153,940293.193
4,1590044.4747371168,940198.836
5,1625623.3897638072,940198.836
6,1590041.78589297,940197.737
7,1590041.7263020962,940197.713
8,1446174.0401162277,940195.535
9,762216.2992770204,939909.047
10,1590044.4747371168,939909.047
11,1590041.78589297,939908.233
12,1590041.7263020962,939908.203
13,1121596.2301124877,939906.576
14,762216.2992770204,673202.454
15,1590044.4747371168,673202.454
16,1590041.78589297,673200.634
17,1590041.7263020962,673200.586
18,1121596.2301124877,673198.342
19,1590044.4747371168,673155.741
20,762216.2992770204,673155.741
21,1590041.78589297,673153.651
22,1590041.7263020962,673153.61
23,1121596.2301124877,673151.405
24,455055.6343089471,161231.682
25,1121596.2301124877,161229.506
26,240389.78877129089,14055.661
27,1590044.4747371168,82.424
28,762216.2992770204,82.424
29,1590041.78589297,81.261
30,1590041.7263020962,81.219
31,240389.78877129089,79.452
32,7527.792504385949,7.172
33,7845.474540145966,7.171
34,7845.474449635019,7.171
35,7845.475503649621,7.171
36,577842.8430326743,0.0
0,771978.3777942169,40.473
1,771977.8326473025,40.247
2,2.1684603490170096,0.0
0,771978.3777942169,471.588
1,771977.8326473025,470.745
2,2.1684603490170096,2.989
3,604336.2287726993,0.0
0,771978.3777942169,251.547
1,771977.8326473025,251.443
2,2.1684603490170096,3.118
3,604336.2287726993,0.0
0,771978.3777942169,933345.284
1,771977.8326473025,933344.919
2,1369727.7783866778,932749.349
3,604336.2287726993,932748.085
4,1446174.0401162277,931968.324
5,1446174.0401162277,925283.851
6,1446174.0401162277,925267.999
7,1601554.9322030153,922133.909
8,1625623.3897638072,921548.291
9,1590044.4747371168,921548.291
10,1590041.78589297,921547.315
11,1590041.7263020962,921547.293
12,1446174.0401162277,921545.218
13,1121596.2301124877,340699.735
14,455055.6343089471,269318.225
15,1121596.2301124877,269316.718
16,7527.792504385949,8.301
17,7845.475503649621,8.3
18,7845.474540145966,8.3
19,7845.474449635019,8.3
20,240389.78877129089,0.0
0,771978.3777942169,38.973
1,771977.8326473025,38.863
2,2.1684603490170096,0.0
0,771978.3777942169,1365960.811
1,771977.8326473025,1365960.558
2,1369727.7783866778,1365925.274
3,1601554.9322030153,1358813.392
4,1590044.4747371168,1358645.054
5,1625623.3897638072,1358645.054
6,1590041.78589297,1358643.476
7,1590041.7263020962,1358643.385
8,1446174.0401162277,1358641.04
9,1590044.4747371168,1358593.69
10,762216.2992770204,1358593.69
11,1590041.78589297,1358592.71
12,1590041.7263020962,1358592.686
13,1121596.2301124877,1358590.757
14,1590044.4747371168,1358552.412
15,762216.2992770204,1358552.412
16,1590041.78589297,1358550.447
17,1590041.7263020962,1358550.419
18,1121596.2301124877,1358549.058
19,762216.2992770204,1358508.03
20,1590044.4747371168,1358508.03
21,1590041.78589297,1358506.961
22,1590041.7263020962,1358506.879
23,1121596.2301124877,1358504.756
24,1121596.2301124877,1358431.44
25,1121596.2301124877,1354972.038
26,1121596.2301124877,665852.74
27,1121596.2301124877,663340.333
28,455055.6343089471,175986.664
29,1121596.2301124877,175984.299
30,762216.2992770204,84.182
31,1590044.4747371168,84.182
32,1590041.78589297,82.942
33,1590041.7263020962,82.91
34,240389.78877129089,79.744
35,7845.475503649621,8.69
36,7845.474540145966,8.69
37,7527.792504385949,8.69
38,7845.474449635019,8.69
39,577842.8430326743,0.0
0,771978.3777942169,859891.297
1,771977.8326473025,859891.051
2,1369727.7783866778,859856.205
3,1446174.0401162277,852771.246
4,1601554.9322030153,849334.804
5,1590044.4747371168,848972.081
6,1625623.3897638072,848972.081
7,1590041.78589297,848970.957
8,1590041.7263020962,848970.932
9,1446174.0401162277,848969.68
10,1121596.2301124877,848744.298
11,455055.6343089471,280942.38
12,1121596.2301124877,280940.386
13,240389.78877129089,545.134
14,7845.474540145966,7.991
15,7845.474449635019,7.991
16,7845.475503649621,7.991
17,7527.792504385949,7.991
18,240389.78877129089,0.0
0,771978.3777942169,1215126.546
1,771977.8326473025,1215126.312
2,1369727.7783866778,1215090.431
3,1446174.0401162277,1208059.125
4,1601554.9322030153,1150182.584
5,1590044.4747371168,1150059.475
6,1625623.3897638072,1150059.475
7,1590041.78589297,1150058.553
8,1590041.7263020962,1150058.529
9,1446174.0401162277,1150057.047
10,1590044.4747371168,1149937.719
11,762216.2992770204,1149937.719
12,1590041.78589297,1149936.787
13,1590041.7263020962,1149936.761
14,1121596.2301124877,1149935.646
15,1121596.2301124877,513712.997
16,455055.6343089471,284889.798
17,1121596.2301124877,284888.215
18,7845.475503649621,6.746
19,7845.474449635019,6.746
20,7527.792504385949,6.746
21,7845.474540145966,6.746
22,240389.78877129089,0.0
0,771978.3777942169,1938.399
1,771977.8326473025,1938.058
2,2.1684603490170096,3.37
3,604336.2287726993,0.0
0,771978.3777942169,59966.127
1,771977.8326473025,59966.021
2,1369727.7783866778,59934.493
3,1446174.0401162277,53761.221
4,295.05900281373124,1.274
5,1446174.0401162277,0.0
0,771978.3777942169,1506.873
1,771977.8326473025,1506.738
2,2.1684603490170096,3.157
3,604336.2287726993,0.0
0,771978.3777942169,935481.279
1,771977.8326473025,935481.168
2,1369727.7783866778,935445.641
3,1601554.9322030153,934182.783
4,1590044.4747371168,933945.068
5,1625623.3897638072,933945.068
6,1590041.78589297,933943.359
7,1590041.7263020962,933943.316
8,1446174.0401162277,933940.196
9,455055.6343089471,272288.746
10,1121596.2301124877,272287.54
11,240389.78877129089,4201.419
12,7527.792504385949,5.397
13,7845.475503649621,5.397
14,7845.474449635019,5.396
15,7845.474540145966,5.396
16,240389.78877129089,0.0
0,771978.3777942169,2600611.069
1,771977.8326473025,2600610.343
2,1369727.7783866778,2600572.62
3,1446174.0401162277,2595257.478
4,1446174.0401162277,2542174.309
5,1446174.0401162277,2001698.327
6,1446174.0401162277,1824112.19
7,1446174.0401162277,12455.345
8,295.05900281373124,1.306
9,1446174.0401162277,0.0
0,771978.3777942169,859.575
1,771977.8326473025,859.475
2,2.1684603490170096,3.599
3,604336.2287726993,0.0
0,771978.3777942169,870737.514
1,771977.8326473025,870737.358
2,1369727.7783866778,870141.649
3,604336.2287726993,870139.88
4,1446174.0401162277,869690.95
5,1446174.0401162277,813089.017
6,1446174.0401162277,801971.753
7,1446174.0401162277,780300.812
8,1446174.0401162277,779963.57
9,1446174.0401162277,776928.122
10,1446174.0401162277,453794.302
11,1446174.0401162277,278286.487
12,1446174.0401162277,269877.614
13,1446174.0401162277,269300.037
14,1446174.0401162277,206968.248
15,1446174.0401162277,177951.522
16,1446174.0401162277,18463.114
17,295.05900281373124,1.422
18,1446174.0401162277,0.0
0,771978.3777942169,29.755
1,771977.8326473025,29.635
2,2.1684603490170096,0.0
0,771978.3777942169,4955.696
1,771977.8326473025,4955.563
2,1369727.7783866778,4132.144
3,604336.2287726993,4130.723
4,295.05900281373124,2.453
5,1446174.0401162277,0.0
0,771978.3777942169,33.391
1,771977.8326473025,33.048
2,2.1684603490170096,0.0
0,771978.3777942169,68684.924
1,771977.8326473025,68684.729
2,1369727.7783866778,68650.419
3,1446174.0401162277,65259.821
4,1446174.0401162277,11467.26
5,2.1684603490170096,4.256
6,1446174.0401162277,0.0
0,771978.3777942169,920366.838
1,771977.8326473025,920366.451
2,1369727.7783866778,920123.007
3,604336.2287726993,920121.861
4,1446174.0401162277,919778.975
5,1601554.9322030153,919476.637
6,1590044.4747371168,919267.088
7,1625623.3897638072,919267.088
8,1590041.78589297,919265.851
9,1590041.7263020962,919265.823
10,1446174.0401162277,919264.432
11,455055.6343089471,260564.335
12,1121596.2301124877,260562.465
13,240389.78877129089,72129.288
14,577842.8430326743,72079.498
15,577842.8430326743,3989.846
16,240389.78877129089,3846.41
17,7527.792504385949,5.299
18,7845.474540145966,5.299
19,7845.475503649621,5.299
20,7845.474449635019,5.299
21,240389.78877129089,0.0
0,771978.3777942169,43.177
1,771977.8326473025,42.862
2,2.1684603490170096,0.0
0,771978.3777942169,1360357.893
1,771977.8326473025,1360357.728
2,1369727.7783866778,1360316.768
3,1446174.0401162277,1356844.769
4,1446174.0401162277,1304441.007
5,1446174.0401162277,1292317.372
6,1446174.0401162277,1292142.938
7,1446174.0401162277,1292065.543
8,1601554.9322030153,1291704.292
9,1590044.4747371168,1291455.3
10,1625623.3897638072,1291455.3
11,1590041.78589297,1291454.528
12,1590041.7263020962,1291454.487
13,1446174.0401162277,1291452.897
14,1121596.2301124877,1291358.785
15,1121596.2301124877,663509.239
16,455055.6343089471,175431.027
17,1121596.2301124877,175429.581
18,240389.78877129089,3291.937
19,4.30415657620042,4.109
20,2.1684603490170096,4.109
21,577842.8430326743,0.0
0,771978.3777942169,145365.038
1,771977.8326473025,145364.917
2,1369727.7783866778,145334.157
3,1446174.0401162277,142037.956
4,1446174.0401162277,81037.356
5,1446174.0401162277,55116.437
6,1446174.0401162277,54364.305
7,2.1684603490170096,3.728
8,1446174.0401162277,0.0
0,771978.3777942169,2642096.8
1,771977.8326473025,2642096.604
2,1369727.7783866778,2642062.316
3,1446174.0401162277,2639459.075
4,1601554.9322030153,2638975.476
5,1590044.4747371168,2638876.909
6,1625623.3897638072,2638876.909
7,1590041.78589297,2638875.945
8,1590041.7263020962,2638875.917
9,1446174.0401162277,2638874.711
10,1121596.2301124877,1947363.617
11,1121596.2301124877,1614184.837
12,1121596.2301124877,1254825.667
13,1121596.2301124877,0.002
14,295.05900281373124,0.0
15,762216.2992770204,0.0
0,771978.3777942169,156943.157
1,771977.8326473025,156942.909
2,1369727.7783866778,156138.051
3,604336.2287726993,156136.785
4,1446174.0401162277,154233.535
5,1446174.0401162277,101909.588
6,1446174.0401162277,88480.58
7,1446174.0401162277,3139.312
8,295.05900281373124,1.642
9,1446174.0401162277,0.0
0,771978.3777942169,2408066.744
1,771977.8326473025,2408066.599
2,1369727.7783866778,2408026.76
3,1446174.0401162277,2406699.342
4,1446174.0401162277,2405480.884
5,1601554.9322030153,2405411.045
6,1590044.4747371168,2405302.58
7,1625623.3897638072,2405302.58
8,1590041.78589297,2405301.039
9,1590041.7263020962,2405301.012
10,1446174.0401162277,2405299.203
11,1121596.2301124877,1713798.848
12,1121596.2301124877,174442.381
13,762216.2992770204,2.646
14,295.05900281373124,2.646
15,1121596.2301124877,0.0
0,771978.3777942169,38.269
1,771977.8326473025,37.403
2,2.1684603490170096,0.0
0,771978.3777942169,2727139.861
1,771977.8326473025,2727139.227
2,1369727.7783866778,2727101.945
3,1446174.0401162277,2724397.057
4,1446174.0401162277,2724340.884
5,1601554.9322030153,2654613.187
6,1625623.3897638072,2654450.034
7,1590044.4747371168,2654450.034
8,1590041.78589297,2654448.069
9,1590041.7263020962,2654448.007
10,1446174.0401162277,2654446.178
11,1590044.4747371168,2654267.988
12,762216.2992770204,2654267.988
13,1590041.78589297,2654266.673
14,1590041.7263020962,2654266.641
15,1121596.2301124877,2654265.314
16,1121596.2301124877,2032122.44
17,1121596.2301124877,1780813.094
18,1121596.2301124877,1255328.901
19,1121596.2301124877,650914.453
20,1121596.2301124877,151876.973
21,1121596.2301124877,140563.145
22,1121596.2301124877,48169.458
23,1121596.2301124877,0.014
24,295.05900281373124,0.0
25,762216.2992770204,0.0
0,771978.3777942169,763239.928
1,771977.8326473025,763239.775
2,1369727.7783866778,763204.269
3,1601554.9322030153,762625.895
4,1625623.3897638072,762397.445
5,1590044.4747371168,762397.445
6,1590041.78589297,762396.192
7,1590041.7263020962,762396.166
8,1446174.0401162277,762393.672
9,455055.6343089471,193123.871
10,1121596.2301124877,193122.172
11,7527.792504385949,8.479
12,7845.475503649621,8.479
13,7845.474540145966,8.478
14,7845.474449635019,8.478
15,240389.78877129089,0.0
0,771978.3777942169,2071185.53
1,771977.8326473025,2071185.34
2,1369727.7783866778,2070994.115
3,604336.2287726993,2070993.08
4,1601554.9322030153,2070801.595
5,1590044.4747371168,2070537.325
6,1625623.3897638072,2070537.325
7,1590041.78589297,2070536.26
8,1590041.7263020962,2070536.235
9,1446174.0401162277,2070535.178
10,1121596.2301124877,2070332.484
11,1121596.2301124877,1379013.438
12,1121596.2301124877,1126905.393
13,1121596.2301124877,1122999.376
14,1121596.2301124877,860484.355
15,1121596.2301124877,276156.384
16,1121596.2301124877,253715.477
17,1121596.2301124877,205173.643
18,295.05900281373124,2.598
19,762216.2992770204,2.598
20,1121596.2301124877,0.0
0,771978.3777942169,842171.047
1,771977.8326473025,842170.821
2,1369727.7783866778,840428.795
3,604336.2287726993,840427.903
4,1601554.9322030153,839396.177
5,1590044.4747371168,839317.011
6,1625623.3897638072,839317.01
7,1590041.78589297,839316.034
8,1590041.7263020962,839316.006
9,1446174.0401162277,839313.599
10,1121596.2301124877,838971.293
11,455055.6343089471,271769.313
12,1121596.2301124877,271767.353
13,4.30415657620042,3.106
14,2.1684603490170096,3.106
15,240389.78877129089,0.0
0,771978.3777942169,2639334.553
1,771977.8326473025,2639334.303
2,1369727.7783866778,2639289.818
3,1601554.9322030153,2637025.668
4,1625623.3897638072,2636914.324
5,1590044.4747371168,2636914.324
6,1590041.78589297,2636912.906
7,1590041.7263020962,2636912.88
8,1446174.0401162277,2636910.879
9,1590044.4747371168,2636779.973
10,762216.2992770204,2636779.973
11,1590041.78589297,2636778.651
12,1590041.7263020962,2636778.608
13,1121596.2301124877,2636776.351
14,1121596.2301124877,2636229.212
15,1121596.2301124877,1716716.719
16,1121596.2301124877,76630.844
17,1121596.2301124877,0.002
18,295.05900281373124,0.0
19,762216.2992770204,0.0
0,771978.3777942169,1205711.183
1,771977.8326473025,1205711.01
2,604336.2287726993,1205557.125
3,1369727.7783866778,1205420.388
4,604336.2287726993,1205419.19
5,1601554.9322030153,1204952.81
6,1625623.3897638072,1204701.182
7,1590044.4747371168,1204701.182
8,1590041.78589297,1204700.348
9,1590041.7263020962,1204700.325
10,1446174.0401162277,1204697.94
11,1121596.2301124877,1204475.864
12,1121596.2301124877,513669.14
13,295.05900281373124,2.983
14,762216.2992770204,2.983
15,1121596.2301124877,0.0
0,771978.3777942169,1211.324
1,771977.8326473025,1211.165
2,2.1684603490170096,3.948
3,604336.2287726993,0.0
0,771978.3777942169,1207622.871
1,771977.8326473025,1207622.716
2,1369727.7783866778,1207587.351
3,1601554.9322030153,1205912.49
4,1590044.4747371168,1205538.005
5,1625623.3897638072,1205538.004
6,1590041.78589297,1205536.944
7,1590041.7263020962,1205536.919
8,1446174.0401162277,1205535.138
9,1121596.2301124877,517636.238
10,1121596.2301124877,265029.159
11,295.05900281373124,1.855
12,762216.2992770204,1.855
13,1121596.2301124877,0.0
0,771978.3777942169,1530822.088
1,771977.8326473025,1530821.978
2,1369727.7783866778,1530791.109
3,1446174.0401162277,1529592.562
4,1446174.0401162277,1470156.793
5,1446174.0401162277,1451433.716
6,1446174.0401162277,1444158.825
7,1446174.0401162277,1443592.162
8,1446174.0401162277,1388818.748
9,1446174.0401162277,1356114.462
10,1601554.9322030153,1202328.377
11,1590044.4747371168,1202167.854
12,1625623.3897638072,1202167.854
13,1590041.78589297,1202166.099
14,1590041.7263020962,1202166.065
15,1446174.0401162277,1202164.655
16,1121596.2301124877,1201974.214
17,1121596.2301124877,578646.7
18,1121596.2301124877,319408.483
19,455055.6343089471,186595.744
20,1121596.2301124877,186593.669
21,240389.78877129089,104432.49
22,240389.78877129089,101388.887
23,577842.8430326743,101365.09
24,577842.8430326743,80797.318
25,577842.8430326743,80281.563
26,577842.8430326743,80209.811
27,577842.8430326743,62758.197
28,577842.8430326743,14568.494
29,577842.8430326743,6368.601
30,7527.792504385949,8.343
31,7845.475503649621,8.343
32,7845.474540145966,8.342
33,7845.474449635019,8.342
34,240389.78877129089,0.0
0,771978.3777942169,693.19
1,771977.8326473025,693.017
2,2.1684603490170096,4.967
3,604336.2287726993,0.0
0,771978.3777942169,32.865
1,771977.8326473025,32.191
2,2.1684603490170096,0.0
0,771978.3777942169,40.53
1,771977.8326473025,40.159
2,2.1684603490170096,0.0
0,771978.3777942169,2072817.271
1,771977.8326473025,2072817.181
2,1369727.7783866778,2027618.85
3,604336.2287726993,2027617.584
4,1601554.9322030153,2026157.786
5,1590044.4747371168,2025959.436
6,1625623.3897638072,2025959.436
7,1590041.78589297,2025958.044
8,1590041.7263020962,2025958.018
9,1446174.0401162277,2025955.805
10,1121596.2301124877,2025887.106
11,1121596.2301124877,2025809.338
12,1121596.2301124877,1384487.991
13,1121596.2301124877,1132651.71
14,1121596.2301124877,868077.538
15,1121596.2301124877,867329.485
16,1121596.2301124877,448993.314
17,1121596.2301124877,267125.056
18,1121596.2301124877,175369.785
19,762216.2992770204,2.159
20,295.05900281373124,2.159
21,1121596.2301124877,0.0
0,771978.3777942169,47985.866
1,771977.8326473025,47985.707
2,1369727.7783866778,1680.686
3,604336.2287726993,1679.672
4,2.1684603490170096,3.381
5,1446174.0401162277,0.0
0,771978.3777942169,945327.98
1,771977.8326473025,945327.776
2,1369727.7783866778,945286.568
3,1446174.0401162277,905426.186
4,1446174.0401162277,903334.995
5,1446174.0401162277,889825.616
6,1601554.9322030153,874121.206
7,1625623.3897638072,874043.699
8,1590044.4747371168,874043.699
9,1590041.78589297,874042.234
10,1590041.7263020962,874042.169
11,1446174.0401162277,874040.788
12,1590044.4747371168,873980.193
13,762216.2992770204,873980.193
14,1590041.78589297,873978.976
15,1590041.7263020962,873978.928
16,1121596.2301124877,873976.647
17,1121596.2301124877,873776.251
18,1121596.2301124877,257784.234
19,1121596.2301124877,173963.503
20,762216.2992770204,3.122
21,295.05900281373124,3.122
22,1121596.2301124877,0.0
0,771978.3777942169,47114.555
1,771977.8326473025,47113.275
2,1369727.7783866778,47076.33
3,1446174.0401162277,5426.119
4,2.1684603490170096,3.246
5,1446174.0401162277,0.0
0,771978.3777942169,38.014
1,771977.8326473025,37.544
2,2.1684603490170096,0.0
0,771978.3777942169,36.809
1,771977.8326473025,36.622
2,2.1684603490170096,0.0
0,771978.3777942169,33.991
1,771977.8326473025,33.879
2,2.1684603490170096,0.0
0,771978.3777942169,38.73
1,771977.8326473025,38.633
2,2.1684603490170096,0.0
0,771978.3777942169,73733.155
1,771977.8326473025,73733.067
2,1369727.7783866778,33304.858
3,604336.2287726993,33303.292
4,1446174.0401162277,32417.151
5,1446174.0401162277,7872.0
6,1446174.0401162277,7798.535
7,1446174.0401162277,7574.801
8,2.1684603490170096,3.511
9,1446174.0401162277,0.0
0,771978.3777942169,30.469
1,771977.8326473025,30.302
2,2.1684603490170096,0.0
0,771978.3777942169,40509.496
1,771977.8326473025,40502.891
2,1369727.7783866778,8198.748
3,604336.2287726993,8197.775
4,2.1684603490170096,2.963
5,1446174.0401162277,0.0
0,771978.3777942169,1852330.577
1,771977.8326473025,1852330.003
2,1369727.7783866778,1824308.711
3,604336.2287726993,1824307.833
4,1446174.0401162277,1822854.966
5,1446174.0401162277,1811845.342
6,1446174.0401162277,1794457.925
7,1446174.0401162277,1787149.954
8,1446174.0401162277,1785828.742
9,1446174.0401162277,1731854.948
10,1446174.0401162277,1699032.855
11,1446174.0401162277,1652165.2
12,1601554.9322030153,1617815.24
13,1625623.3897638072,1617636.579
14,1590044.4747371168,1617636.579
15,1590041.78589297,1617634.928
16,1590041.7263020962,1617634.901
17,1446174.0401162277,1617633.636
18,1121596.2301124877,931258.26
19,1121596.2301124877,666761.038
20,455055.6343089471,349826.405
21,1121596.2301124877,349824.968
22,2.1684603490170096,4.069
23,4.30415657620042,4.069
24,240389.78877129089,0.0
0,771978.3777942169,800632.381
1,771977.8326473025,800631.567
2,1369727.7783866778,772653.462
3,604336.2287726993,772652.288
4,1601554.9322030153,767954.904
5,1590044.4747371168,767602.058
6,1625623.3897638072,767602.058
7,1590041.78589297,767600.675
8,1590041.7263020962,767600.64
9,1446174.0401162277,767599.373
10,1121596.2301124877,767498.986
11,1121596.2301124877,133657.703
12,762216.2992770204,82165.681
13,1590044.4747371168,82165.681
14,1590041.78589297,82164.085
15,1590041.7263020962,82164.058
16,1121596.2301124877,82161.579
17,455055.6343089471,58303.204
18,1121596.2301124877,58300.925
19,7845.475503649621,7.635
20,7845.474449635019,7.635
21,7845.474540145966,7.635
22,7527.792504385949,7.635
23,240389.78877129089,0.0
0,771978.3777942169,7179.89
1,771977.8326473025,7171.218
2,2.1684603490170096,3.4
3,604336.2287726993,0.0
0,771978.3777942169,788999.13
1,771977.8326473025,788998.916
2,1369727.7783866778,788954.64
3,1601554.9322030153,787420.79
4,1590044.4747371168,787268.729
5,1625623.3897638072,787268.729
6,1590041.78589297,787267.225
7,1590041.7263020962,787267.183
8,1446174.0401162277,787264.995
