num_of_antecedent_events,avg_of_case_remaining_time,y_case_remaining_time
10,1725338.3866436782,29.177
11,1725338.3866436782,16.201
11,1.553904761904762,2.238
12,1457490.0654166667,2.238
13,1725338.3866436782,0.0
0,893074.6129696969,252175.603
1,893074.2617575764,252175.476
2,1422326.2889344261,252124.68
3,1385864.467095238,118684.827
3,1385864.467095238,118494.344
4,1385864.467095238,996.863
4,1385864.467095238,922.42
5,1385864.467095238,900.335
5,1385864.467095238,890.482
6,1385864.467095238,122.897
6,3.955120689655173,3.272
7,1385864.467095238,0.0
0,893074.6129696969,131519.238
1,893074.2617575764,131519.081
2,464769.29334285716,133.451
2,3.955120689655173,4.409
3,464769.29334285716,0.0
0,893074.6129696969,2812041.804
1,893074.2617575764,2812041.599
2,1422326.2889344261,2811991.839
3,1385864.467095238,2680773.971
3,1385864.467095238,2680649.311
4,1385864.467095238,2680380.13
4,1759333.5449512198,2679859.751
5,2020808.8138679247,2679712.01
6,1759100.6792439027,2679712.009
7,2020802.8962452828,2679711.2
8,2020802.8545283014,2679711.171
9,1385864.467095238,2679708.57
10,1725338.3866436782,2679659.095
10,1725338.3866436782,2679344.897
11,1725338.3866436782,2678911.294
11,1725338.3866436782,2678900.468
12,1725338.3866436782,2052235.982
12,1725338.3866436782,2051929.717
13,1725338.3866436782,1384077.687
13,1725338.3866436782,1368655.091
14,1725338.3866436782,1368576.581
14,1725338.3866436782,1368334.573
15,1725338.3866436782,1264139.329
15,1725338.3866436782,1263494.062
16,1725338.3866436782,771158.561
16,1725338.3866436782,771141.229
17,1725338.3866436782,756259.818
17,1725338.3866436782,756213.65
18,1725338.3866436782,756207.501
18,1725338.3866436782,756185.121
19,1725338.3866436782,588079.305
19,1725338.3866436782,587971.787
20,1725338.3866436782,234313.324
20,1725338.3866436782,234200.795
21,1725338.3866436782,233232.292
21,1725338.3866436782,233207.187
22,1725338.3866436782,0.009
23,1.553904761904762,0.003
24,1457490.0654166667,0.0
0,893074.6129696969,40.851
1,893074.2617575764,40.722
2,3.955120689655173,0.0
0,893074.6129696969,2805356.087
1,893074.2617575764,2805355.652
2,464769.29334285716,2682477.556
2,1422326.2889344261,2682371.255
3,464769.29334285716,2682370.253
4,1385864.467095238,2675445.861
4,1385864.467095238,2675435.618
5,1385864.467095238,2673809.244
5,1759333.5449512198,2672994.768
6,2020808.8138679247,2672858.122
7,1759100.6792439027,2672858.122
8,2020802.8962452828,2672857.0
9,2020802.8545283014,2672856.974
10,1385864.467095238,2672855.577
11,1725338.3866436782,2672817.872
11,1725338.3866436782,2672733.897
12,1725338.3866436782,2050073.076
12,1725338.3866436782,2049477.421
13,1725338.3866436782,2040602.797
13,1725338.3866436782,2040438.651
14,1725338.3866436782,1878745.119
14,1725338.3866436782,1878660.336
15,1725338.3866436782,1779241.787
15,1725338.3866436782,1779073.466
16,1725338.3866436782,1779040.15
16,1725338.3866436782,1779009.516
17,1725338.3866436782,1776856.18
17,1725338.3866436782,1776843.717
18,1725338.3866436782,1776525.138
18,1725338.3866436782,1776164.498
19,1725338.3866436782,1776010.977
19,1725338.3866436782,1775940.072
20,1725338.3866436782,1624365.557
20,1725338.3866436782,1624165.68
21,1725338.3866436782,1433624.337
21,1725338.3866436782,1433497.867
22,1725338.3866436782,1294069.401
22,1725338.3866436782,1293929.737
23,1725338.3866436782,1261122.894
23,1725338.3866436782,1261096.107
24,1725338.3866436782,1259199.601
24,1725338.3866436782,1258971.578
25,1725338.3866436782,0.004
26,1.553904761904762,0.0
27,1457490.0654166667,0.0
0,893074.6129696969,130446.134
1,893074.2617575764,130446.004
2,464769.29334285716,7581.738
2,1422326.2889344261,7499.249
3,464769.29334285716,7497.4
4,1385864.467095238,516.174
4,3.955120689655173,5.355
5,1385864.467095238,0.0
0,893074.6129696969,807499.546
1,893074.2617575764,807498.897
2,1422326.2889344261,807452.409
3,1385864.467095238,689861.986
3,1759333.5449512198,689506.628
4,2020808.8138679247,688990.006
5,1759100.6792439027,688990.005
6,2020802.8962452828,688989.003
7,2020802.8545283014,688988.979
8,1385864.467095238,688987.632
9,1725338.3866436782,688974.196
9,1457490.0654166667,688942.032
10,2020808.8138679247,688942.032
11,2020802.8962452828,688940.652
12,2020802.8545283014,688940.628
13,1725338.3866436782,688939.088
14,1725338.3866436782,688926.448
14,1725338.3866436782,688875.833
15,1725338.3866436782,330747.309
15,938863.0248275863,330735.495
16,1725338.3866436782,330734.157
17,539168.8967457627,891.163
17,3.955120689655173,3.045
18,4.410111111111111,3.045
19,539168.8967457627,0.0
0,893074.6129696969,43.258
1,893074.2617575764,43.084
2,3.955120689655173,0.0
0,893074.6129696969,951175.385
1,893074.2617575764,951174.344
2,1422326.2889344261,951137.1
3,1385864.467095238,863588.388
3,1759333.5449512198,863055.295
4,2020808.8138679247,862732.814
5,1759100.6792439027,862732.813
6,2020802.8962452828,862731.439
7,2020802.8545283014,862731.387
8,1385864.467095238,862730.187
9,1725338.3866436782,862710.608
9,1725338.3866436782,862330.766
10,1725338.3866436782,243359.006
10,938863.0248275863,243280.021
11,1725338.3866436782,243278.598
12,539168.8967457627,88693.049
12,539168.8967457627,88684.378
13,539168.8967457627,1688.592
13,4.410111111111111,3.183
14,3.955120689655173,3.183
15,539168.8967457627,0.0
0,893074.6129696969,104417.578
1,893074.2617575764,104417.233
2,464769.29334285716,19702.164
2,464769.29334285716,18272.603
3,464769.29334285716,18152.454
3,464769.29334285716,17836.834
4,464769.29334285716,17831.01
4,1422326.2889344261,17680.243
5,464769.29334285716,17678.888
6,1385864.467095238,17661.956
6,1385864.467095238,17577.291
7,1385864.467095238,2448.627
7,1385864.467095238,2423.64
8,1385864.467095238,1721.693
8,1385864.467095238,1704.408
9,1385864.467095238,739.06
9,3.955120689655173,6.669
10,1385864.467095238,0.0
0,893074.6129696969,85456.738
1,893074.2617575764,85456.593
2,464769.29334285716,1280.79
2,464769.29334285716,235.044
3,464769.29334285716,85.274
3,1422326.2889344261,67.295
4,464769.29334285716,65.273
5,1385864.467095238,46.115
5,3.955120689655173,3.392
6,1385864.467095238,0.0
0,893074.6129696969,44.699
1,893074.2617575764,44.513
2,3.955120689655173,0.0
0,893074.6129696969,1396336.364
1,893074.2617575764,1396336.041
2,1422326.2889344261,1396286.553
3,1385864.467095238,1311479.247
3,1385864.467095238,1311333.189
4,1385864.467095238,1310533.79
4,1385864.467095238,1310528.077
5,1385864.467095238,1309829.718
5,1759333.5449512198,1309416.244
6,2020808.8138679247,1309007.019
7,1759100.6792439027,1309007.019
8,2020802.8962452828,1309005.957
9,2020802.8545283014,1309005.926
10,1385864.467095238,1309004.515
11,1725338.3866436782,1308958.336
11,1725338.3866436782,1308944.674
12,1725338.3866436782,1307876.693
12,1725338.3866436782,1307833.425
13,1725338.3866436782,682522.68
13,1725338.3866436782,682295.995
14,1725338.3866436782,13899.6
14,1725338.3866436782,13894.194
15,1725338.3866436782,4762.266
15,1725338.3866436782,2105.357
16,1725338.3866436782,101.771
16,1.553904761904762,2.597
17,1457490.0654166667,2.597
18,1725338.3866436782,0.0
0,893074.6129696969,41.569
1,893074.2617575764,41.479
2,3.955120689655173,0.0
0,893074.6129696969,183719.6
1,893074.2617575764,183719.464
2,1422326.2889344261,183686.712
3,1385864.467095238,100459.928
3,1385864.467095238,99234.352
4,1385864.467095238,6576.066
4,1385864.467095238,6388.531
5,1385864.467095238,113.675
5,1.553904761904762,1.824
6,1385864.467095238,0.0
0,893074.6129696969,791622.78
1,893074.2617575764,791622.615
2,1422326.2889344261,791574.352
3,1385864.467095238,708454.174
3,1385864.467095238,708352.382
4,1385864.467095238,697780.912
4,1385864.467095238,697289.059
5,1385864.467095238,697283.759
5,1759333.5449512198,697272.108
6,1759100.6792439027,697043.496
7,2020808.8138679247,697043.496
8,2020802.8962452828,697042.452
9,2020802.8545283014,697042.422
10,1385864.467095238,697040.997
11,1725338.3866436782,103185.223
11,938863.0248275863,103161.306
12,1725338.3866436782,103159.927
13,539168.8967457627,941.769
13,493689.84500000003,7.878
14,493689.8447222223,7.878
15,493689.8443888889,7.877
16,493689.8442777778,7.877
17,539168.8967457627,0.0
0,893074.6129696969,861954.365
1,893074.2617575764,861954.161
2,1422326.2889344261,861910.098
3,1385864.467095238,780080.878
3,1759333.5449512198,779559.804
4,1759100.6792439027,779408.869
5,2020808.8138679247,779408.869
6,2020802.8962452828,779407.279
7,2020802.8545283014,779407.258
8,1385864.467095238,779405.802
9,1725338.3866436782,161975.482
9,938863.0248275863,161967.459
10,1725338.3866436782,161965.827
11,539168.8967457627,612.726
11,4.410111111111111,2.918
12,3.955120689655173,2.918
13,539168.8967457627,0.0
0,893074.6129696969,39.793
1,893074.2617575764,39.568
2,3.955120689655173,0.0
0,893074.6129696969,34.09
1,893074.2617575764,33.998
2,3.955120689655173,0.0
0,893074.6129696969,78065.7
1,893074.2617575764,78065.531
2,464769.29334285716,186.583
2,464769.29334285716,166.426
3,464769.29334285716,163.074
3,3.955120689655173,6.296
4,464769.29334285716,0.0
0,893074.6129696969,708973.819
1,893074.2617575764,708973.648
2,464769.29334285716,631030.855
2,1422326.2889344261,630912.948
3,464769.29334285716,630910.936
4,1385864.467095238,620320.151
4,1759333.5449512198,619895.745
5,2020808.8138679247,619609.422
6,1759100.6792439027,619609.422
7,2020802.8962452828,619608.14
8,2020802.8545283014,619608.101
9,1385864.467095238,619606.633
10,1725338.3866436782,619591.866
10,1725338.3866436782,619508.807
11,1725338.3866436782,152.145
11,1457490.0654166667,2.345
12,1.553904761904762,2.345
13,1725338.3866436782,0.0
0,893074.6129696969,77131.391
1,893074.2617575764,77131.223
2,464769.29334285716,82.052
2,3.955120689655173,4.084
3,464769.29334285716,0.0
0,893074.6129696969,45.435
1,893074.2617575764,45.344
2,3.955120689655173,0.0
0,893074.6129696969,2058200.783
1,893074.2617575764,2058200.638
2,1422326.2889344261,2058156.156
3,1385864.467095238,1979774.552
3,1385864.467095238,1979405.761
4,1385864.467095238,1979392.823
4,1759333.5449512198,1979375.931
5,1759100.6792439027,1979158.169
6,2020808.8138679247,1979158.169
7,2020802.8962452828,1979156.989
8,2020802.8545283014,1979156.96
9,1385864.467095238,1979155.754
10,1725338.3866436782,1352889.014
10,1725338.3866436782,1352367.392
11,1725338.3866436782,678406.144
11,1725338.3866436782,678393.708
12,1725338.3866436782,566634.831
12,1725338.3866436782,566421.905
13,1725338.3866436782,514581.627
13,938863.0248275863,514550.21
14,1725338.3866436782,514549.056
15,539168.8967457627,1499.677
15,4.410111111111111,5.833
16,3.955120689655173,5.833
17,539168.8967457627,0.0
0,893074.6129696969,1026022.388
1,893074.2617575764,1026021.347
2,1422326.2889344261,1025979.367
3,1385864.467095238,949216.105
3,1385864.467095238,949039.875
4,1385864.467095238,934051.19
4,1385864.467095238,933897.355
5,1385864.467095238,932485.576
5,1385864.467095238,931820.931
6,1385864.467095238,931776.802
6,1385864.467095238,931674.786
7,1385864.467095238,829729.526
7,1385864.467095238,829626.877
8,1385864.467095238,829620.781
8,1759333.5449512198,829613.215
9,1759100.6792439027,829510.855
10,2020808.8138679247,829510.855
11,2020802.8962452828,829509.64
12,2020802.8545283014,829509.556
13,1385864.467095238,829508.215
14,1725338.3866436782,829500.508
14,1725338.3866436782,829496.794
15,1725338.3866436782,829488.017
15,1725338.3866436782,829407.693
16,1725338.3866436782,259515.362
16,938863.0248275863,259485.946
17,1725338.3866436782,259483.387
18,539168.8967457627,629.811
18,539168.8967457627,579.329
19,539168.8967457627,438.154
19,4.410111111111111,3.871
20,3.955120689655173,3.871
21,539168.8967457627,0.0
0,893074.6129696969,3.363
1,893074.2617575764,2.919
2,3.955120689655173,0.0
0,893074.6129696969,41.577
1,893074.2617575764,41.499
2,3.955120689655173,0.0
0,893074.6129696969,2853931.581
1,893074.2617575764,2853931.383
2,464769.29334285716,2781572.254
2,1422326.2889344261,2781481.424
3,464769.29334285716,2781479.222
4,1385864.467095238,2769334.233
4,1385864.467095238,2769328.835
5,1385864.467095238,2765969.709
5,1759333.5449512198,2765488.712
6,1759100.6792439027,2765341.536
7,2020808.8138679247,2765341.536
8,2020802.8962452828,2765340.307
9,2020802.8545283014,2765340.281
10,1385864.467095238,2765339.004
11,1725338.3866436782,2765312.189
11,1725338.3866436782,2765253.251
12,1725338.3866436782,2145897.326
12,1725338.3866436782,2145024.686
13,1725338.3866436782,2145013.847
13,1725338.3866436782,2144841.91
14,1725338.3866436782,2065753.193
14,1725338.3866436782,2065734.575
15,1725338.3866436782,1361390.362
15,1725338.3866436782,1361318.055
16,1725338.3866436782,960122.742
16,938863.0248275863,960080.782
17,1725338.3866436782,960079.321
18,539168.8967457627,612706.815
18,539168.8967457627,612453.386
19,539168.8967457627,612272.671
19,539168.8967457627,611400.571
20,988618.7524525548,598907.753
20,988618.7524525548,598781.914
21,988618.7524525548,597895.329
21,1457490.0654166667,596543.146
22,2020808.8138679247,596543.146
23,2020802.8962452828,596541.678
24,2020802.8545283014,596541.654
25,988618.7524525548,596540.086
26,988618.7524525548,596213.856
26,988618.7524525548,596149.344
27,988618.7524525548,584405.782
27,988618.7524525548,584291.845
28,988618.7524525548,101719.948
28,988618.7524525548,101698.101
29,988618.7524525548,5062.898
29,938863.0248275863,5015.987
30,988618.7524525548,5014.468
31,539168.8967457627,351.829
31,493689.84500000003,8.301
32,493689.8447222223,8.301
33,493689.8443888889,8.301
34,493689.8442777778,8.3
35,539168.8967457627,0.0
0,893074.6129696969,2.195
1,893074.2617575764,2.022
2,3.955120689655173,0.0
0,893074.6129696969,38.845
1,893074.2617575764,38.75
2,3.955120689655173,0.0
0,893074.6129696969,68061.701
1,893074.2617575764,68059.717
2,464769.29334285716,161.832
2,3.955120689655173,3.145
3,464769.29334285716,0.0
0,893074.6129696969,36.611
1,893074.2617575764,36.222
2,3.955120689655173,0.0
0,893074.6129696969,40.298
1,893074.2617575764,40.143
2,3.955120689655173,0.0
0,893074.6129696969,964509.01
1,893074.2617575764,964508.818
2,464769.29334285716,901607.064
2,1422326.2889344261,901422.859
3,464769.29334285716,901421.566
4,1385864.467095238,885837.794
4,1385864.467095238,885746.812
5,1385864.467095238,878405.897
5,1385864.467095238,875698.529
6,1385864.467095238,875696.154
6,1759333.5449512198,875411.441
7,1759100.6792439027,875341.33
8,2020808.8138679247,875341.33
9,2020802.8962452828,875339.864
10,2020802.8545283014,875339.838
11,1385864.467095238,875337.56
12,1725338.3866436782,263914.282
12,1725338.3866436782,263789.195
13,1725338.3866436782,99524.734
13,1725338.3866436782,99474.402
14,1725338.3866436782,371.802
14,1457490.0654166667,2.332
15,1.553904761904762,2.332
16,1725338.3866436782,0.0
0,893074.6129696969,62498.1
1,893074.2617575764,62497.939
2,464769.29334285716,174.106
2,3.955120689655173,4.793
3,464769.29334285716,0.0
0,893074.6129696969,60166.636
1,893074.2617575764,60166.431
2,464769.29334285716,351.066
2,3.955120689655173,4.339
3,464769.29334285716,0.0
0,893074.6129696969,40.473
1,893074.2617575764,40.321
2,3.955120689655173,0.0
0,893074.6129696969,42.643
1,893074.2617575764,42.446
2,3.955120689655173,0.0
0,893074.6129696969,859381.228
1,893074.2617575764,859381.097
2,1422326.2889344261,859345.163
3,1385864.467095238,797630.649
3,1759333.5449512198,797284.389
4,1759100.6792439027,796638.255
5,2020808.8138679247,796638.255
6,2020802.8962452828,796635.164
7,2020802.8545283014,796635.14
8,1385864.467095238,796633.822
9,1725338.3866436782,796614.088
9,1725338.3866436782,796117.292
10,1725338.3866436782,535918.076
10,1725338.3866436782,535592.989
11,1725338.3866436782,180623.119
11,938863.0248275863,180585.206
12,1725338.3866436782,180583.08
13,539168.8967457627,2415.929
13,539168.8967457627,421.204
14,539168.8967457627,412.113
14,493689.84500000003,7.712
15,493689.8442777778,7.711
16,493689.8447222223,7.711
17,493689.8443888889,7.711
18,539168.8967457627,0.0
0,893074.6129696969,63211.522
1,893074.2617575764,63211.11
2,584.8812499999999,1151.4
2,584.8812499999999,1140.745
3,584.8812499999999,1103.779
3,584.8812499999999,1096.789
4,584.8812499999999,29.653
4,3.955120689655173,3.596
5,584.8812499999999,0.0
0,893074.6129696969,151731.861
1,893074.2617575764,151731.623
2,464769.29334285716,95681.129
2,1422326.2889344261,95617.788
3,464769.29334285716,95616.74
4,1385864.467095238,85065.66
4,1385864.467095238,84941.087
5,1385864.467095238,71822.001
5,1385864.467095238,71736.858
6,1385864.467095238,71282.556
6,1385864.467095238,71274.81
7,1385864.467095238,69162.424
7,1385864.467095238,69091.976
8,1385864.467095238,307.855
8,1.553904761904762,2.121
9,1385864.467095238,0.0
0,893074.6129696969,41.121
1,893074.2617575764,40.889
2,3.955120689655173,0.0
0,893074.6129696969,66216.94
1,893074.2617575764,66216.859
2,464769.29334285716,10766.314
2,1422326.2889344261,10526.274
3,464769.29334285716,10525.156
4,1385864.467095238,704.62
4,1385864.467095238,121.177
5,1385864.467095238,110.411
5,3.955120689655173,3.205
6,1385864.467095238,0.0
0,893074.6129696969,4982252.326
1,893074.2617575764,4982252.101
2,1422326.2889344261,4982198.056
3,1385864.467095238,4924728.214
3,1385864.467095238,4924702.256
4,1385864.467095238,4923090.778
4,1385864.467095238,4922970.346
5,1385864.467095238,4907548.803
5,1759333.5449512198,4907050.12
6,2020808.8138679247,4906708.476
7,1759100.6792439027,4906708.476
8,2020802.8962452828,4906707.165
9,2020802.8545283014,4906707.13
10,1385864.467095238,4906705.678
11,1725338.3866436782,4906678.227
11,1457490.0654166667,4906646.428
12,2020808.8138679247,4906646.428
13,2020802.8962452828,4906644.851
14,2020802.8545283014,4906644.719
15,1725338.3866436782,4906642.648
16,1725338.3866436782,4906633.224
16,1725338.3866436782,4906544.956
17,1725338.3866436782,4291302.77
17,1725338.3866436782,4291166.933
18,1725338.3866436782,4126599.864
18,1725338.3866436782,4126471.306
19,1725338.3866436782,3362150.367
19,1725338.3866436782,3362104.616
20,1725338.3866436782,3333723.602
20,1725338.3866436782,3333709.729
21,1725338.3866436782,3089770.023
21,1725338.3866436782,3089649.04
22,1725338.3866436782,2937901.831
22,938863.0248275863,2937846.756
23,1725338.3866436782,2937844.713
24,539168.8967457627,2493497.13
24,539168.8967457627,2491711.23
25,988618.7524525548,2477850.247
25,988618.7524525548,2477430.804
26,988618.7524525548,2412535.442
26,988618.7524525548,2412454.551
27,988618.7524525548,2393408.712
27,988618.7524525548,2393240.106
28,988618.7524525548,2385611.359
28,988618.7524525548,2384847.281
29,988618.7524525548,2248711.767
29,988618.7524525548,2248699.627
30,988618.7524525548,1902635.948
30,988618.7524525548,1902590.469
31,988618.7524525548,1723828.497
31,988618.7524525548,1723761.827
32,539168.8967457627,1718172.227
32,539168.8967457627,1717722.236
33,988618.7524525548,1714223.469
33,988618.7524525548,1713911.773
34,988618.7524525548,1713906.124
34,988618.7524525548,1713894.867
35,988618.7524525548,1696427.815
35,988618.7524525548,1696288.34
36,988618.7524525548,1634180.249
36,988618.7524525548,1634171.875
37,988618.7524525548,1600831.675
37,988618.7524525548,1600629.89
38,988618.7524525548,1465145.817
38,988618.7524525548,1464862.926
39,988618.7524525548,1014795.194
39,988618.7524525548,1014784.846
40,988618.7524525548,950745.213
40,988618.7524525548,950283.721
41,988618.7524525548,928055.537
41,988618.7524525548,928043.175
42,988618.7524525548,925361.432
42,988618.7524525548,925316.316
43,988618.7524525548,909691.917
43,988618.7524525548,909634.376
44,988618.7524525548,859691.381
44,988618.7524525548,859615.264
45,988618.7524525548,847771.113
45,988618.7524525548,847717.801
46,988618.7524525548,691017.054
46,988618.7524525548,690866.23
47,988618.7524525548,689215.964
47,988618.7524525548,689143.713
48,988618.7524525548,650715.363
48,988618.7524525548,650567.034
49,988618.7524525548,597648.816
49,988618.7524525548,597586.438
50,988618.7524525548,585898.292
50,988618.7524525548,585464.292
51,988618.7524525548,427320.915
51,988618.7524525548,427150.227
52,988618.7524525548,328311.61
52,988618.7524525548,328245.946
53,988618.7524525548,256464.672
53,988618.7524525548,256314.225
54,988618.7524525548,240840.47
54,988618.7524525548,240764.39
55,988618.7524525548,82298.713
55,988618.7524525548,81574.027
56,988618.7524525548,64531.904
56,988618.7524525548,64464.146
57,539168.8967457627,984.535
57,493689.84500000003,8.287
58,493689.8443888889,8.287
59,493689.8447222223,8.287
60,493689.8442777778,8.287
61,539168.8967457627,0.0
0,893074.6129696969,38.111
1,893074.2617575764,37.959
2,3.955120689655173,0.0
0,893074.6129696969,48245.818
1,893074.2617575764,48245.541
2,464769.29334285716,304.18
2,3.955120689655173,4.086
3,464769.29334285716,0.0
0,893074.6129696969,2639254.435
1,893074.2617575764,2639254.29
2,1422326.2889344261,2639211.433
3,1385864.467095238,2591145.767
3,1385864.467095238,2590930.603
4,1385864.467095238,2562402.867
4,1385864.467095238,2562350.515
5,1385864.467095238,2497477.45
5,1385864.467095238,2497415.129
6,1385864.467095238,2491891.463
6,1385864.467095238,2491836.327
7,1385864.467095238,2478393.504
7,1385864.467095238,2478325.775
8,1385864.467095238,2420998.807
8,1385864.467095238,2420944.203
9,1385864.467095238,2406774.063
9,1385864.467095238,2406632.727
10,1385864.467095238,2389592.94
10,1385864.467095238,2389498.835
11,1385864.467095238,2295209.178
11,1385864.467095238,2295015.102
12,1385864.467095238,2249635.825
12,1385864.467095238,2249621.006
13,1385864.467095238,2215400.343
13,1385864.467095238,2215335.329
14,1385864.467095238,2155705.027
14,1385864.467095238,2155427.091
15,1385864.467095238,571582.91
15,1385864.467095238,571542.57
16,1385864.467095238,0.012
17,1.553904761904762,0.0
0,893074.6129696969,991346.776
1,893074.2617575764,991346.688
2,1422326.2889344261,991306.345
3,1385864.467095238,943046.565
3,1385864.467095238,942335.096
4,1385864.467095238,914464.534
4,1385864.467095238,914342.435
5,1385864.467095238,913556.345
5,1759333.5449512198,913308.845
6,2020808.8138679247,913155.805
7,1759100.6792439027,913155.805
8,2020802.8962452828,913154.852
9,2020802.8545283014,913154.826
10,1385864.467095238,913153.463
11,1725338.3866436782,326612.025
11,938863.0248275863,326524.527
12,1725338.3866436782,326523.051
13,539168.8967457627,160368.423
13,539168.8967457627,159112.707
14,988618.7524525548,158480.844
14,988618.7524525548,158053.538
15,988618.7524525548,155386.838
15,988618.7524525548,155090.426
16,988618.7524525548,83662.612
16,988618.7524525548,83654.228
17,988618.7524525548,68091.896
17,988618.7524525548,68032.286
18,539168.8967457627,66137.393
18,539168.8967457627,65935.786
19,988618.7524525548,65731.357
19,988618.7524525548,65191.53
20,988618.7524525548,65147.685
20,988618.7524525548,65007.044
21,988618.7524525548,48632.27
21,988618.7524525548,48257.419
22,539168.8967457627,421.204
22,493689.84500000003,7.378
23,493689.8447222223,7.378
24,493689.8443888889,7.377
25,493689.8442777778,7.377
26,539168.8967457627,0.0
0,893074.6129696969,2721820.007
1,893074.2617575764,2721819.832
2,464769.29334285716,2681528.423
2,1422326.2889344261,2681509.917
3,464769.29334285716,2681508.671
4,1385864.467095238,2673580.814
4,1385864.467095238,2673573.741
5,1385864.467095238,2670690.628
5,1385864.467095238,2670562.208
6,1385864.467095238,2657478.531
6,1385864.467095238,2657416.786
7,1385864.467095238,2657404.037
7,1385864.467095238,2657395.253
8,1385864.467095238,2643576.388
8,1385864.467095238,2643433.202
9,1385864.467095238,2643427.949
9,1385864.467095238,2643211.968
10,1385864.467095238,2643207.571
10,1759333.5449512198,2643131.736
11,1759100.6792439027,2642994.053
12,2020808.8138679247,2642994.053
13,2020802.8962452828,2642946.223
14,2020802.8545283014,2642946.184
15,1385864.467095238,2642943.675
16,1725338.3866436782,2042240.631
16,1725338.3866436782,2038534.639
17,1725338.3866436782,2035162.571
17,1725338.3866436782,2035015.682
18,1725338.3866436782,1384323.359
18,1725338.3866436782,1384101.85
19,1725338.3866436782,1278511.642
19,1725338.3866436782,1277905.451
20,1725338.3866436782,1261287.215
20,1725338.3866436782,1261230.707
21,1725338.3866436782,1090301.541
21,1725338.3866436782,1090221.881
22,1725338.3866436782,845572.378
22,1725338.3866436782,845457.15
23,1725338.3866436782,223455.396
23,1725338.3866436782,223332.203
24,1725338.3866436782,0.009
25,1457490.0654166667,0.0
26,1.553904761904762,0.0
0,893074.6129696969,2719445.291
1,893074.2617575764,2719445.098
2,1422326.2889344261,2719405.643
3,1385864.467095238,2677060.392
3,1759333.5449512198,2676460.902
4,1759100.6792439027,2676137.469
5,2020808.8138679247,2676137.469
6,2020802.8962452828,2676135.93
7,2020802.8545283014,2676135.905
8,1385864.467095238,2676134.595
9,1725338.3866436782,2676105.626
9,1725338.3866436782,2676074.135
10,1725338.3866436782,2047921.956
10,1725338.3866436782,2047819.4
11,1725338.3866436782,1980074.318
11,1725338.3866436782,1979676.463
12,1725338.3866436782,0.008
13,1457490.0654166667,0.0
14,1.553904761904762,0.0
0,893074.6129696969,2478104.84
1,893074.2617575764,2478104.574
2,464769.29334285716,2441698.921
2,1422326.2889344261,2441530.779
3,464769.29334285716,2441529.475
4,1385864.467095238,2433473.864
4,1385864.467095238,2431625.026
5,1385864.467095238,2351754.399
5,1385864.467095238,2348436.083
6,1385864.467095238,2345616.485
6,1759333.5449512198,2344371.832
7,1759100.6792439027,2344161.697
8,2020808.8138679247,2344161.697
9,2020802.8962452828,2344114.295
10,2020802.8545283014,2344114.247
11,1385864.467095238,2344112.732
12,1725338.3866436782,2240547.237
12,1725338.3866436782,2240449.591
13,1725338.3866436782,1718549.675
13,1725338.3866436782,1718467.399
14,1725338.3866436782,1716133.048
14,1725338.3866436782,1715876.075
15,1725338.3866436782,628149.685
15,1457490.0654166667,627956.011
16,2020808.8138679247,627956.011
17,2020802.8962452828,627952.221
18,2020802.8545283014,627952.185
19,1725338.3866436782,627950.668
20,1725338.3866436782,627941.996
20,1725338.3866436782,627661.256
21,1725338.3866436782,627643.902
21,1725338.3866436782,627588.979
22,1725338.3866436782,508734.866
22,1725338.3866436782,508636.916
23,1725338.3866436782,506816.669
23,1725338.3866436782,505732.786
24,1725338.3866436782,362423.113
24,938863.0248275863,362408.022
25,1725338.3866436782,362406.387
26,539168.8967457627,1350.535
26,3.955120689655173,5.212
27,4.410111111111111,5.212
28,539168.8967457627,0.0
0,893074.6129696969,50.787
1,893074.2617575764,50.633
2,3.955120689655173,0.0
0,893074.6129696969,4985412.075
1,893074.2617575764,4985411.847
2,1422326.2889344261,4985369.727
3,1385864.467095238,4943717.004
3,1385864.467095238,4943480.238
4,1385864.467095238,4914362.268
4,1385864.467095238,4914308.021
5,1385864.467095238,4863222.27
5,1759333.5449512198,4862770.495
6,2020808.8138679247,4862731.057
7,1759100.6792439027,4862731.057
8,2020802.8962452828,4862680.292
9,2020802.8545283014,4862680.259
10,1385864.467095238,4862677.88
11,1725338.3866436782,4227120.17
11,1725338.3866436782,4226786.938
12,1725338.3866436782,4169239.823
12,1725338.3866436782,4169115.67
13,1725338.3866436782,3735975.047
13,938863.0248275863,3735943.142
14,1725338.3866436782,3735941.036
15,539168.8967457627,3570785.772
15,539168.8967457627,3570592.567
16,539168.8967457627,3549628.405
16,539168.8967457627,3548687.395
17,988618.7524525548,3546984.21
17,988618.7524525548,3546697.576
18,988618.7524525548,3528111.858
18,988618.7524525548,3527359.474
19,988618.7524525548,3526935.683
19,988618.7524525548,3526615.512
20,988618.7524525548,3479513.179
20,988618.7524525548,3479501.819
21,988618.7524525548,2954715.467
21,988618.7524525548,2954696.099
22,988618.7524525548,2875302.223
22,988618.7524525548,2875294.375
23,988618.7524525548,2875126.604
23,988618.7524525548,2875117.615
24,988618.7524525548,2858360.564
24,988618.7524525548,2858232.223
25,988618.7524525548,2438807.13
25,988618.7524525548,2438771.07
26,988618.7524525548,2413500.663
26,988618.7524525548,2413310.117
27,988618.7524525548,2405118.057
27,988618.7524525548,2404513.105
28,988618.7524525548,2269147.507
