index,case_id,case_execution_time,case_execution_time_seconds,num_of_events
1684,179011,0 days 00:43:41.536000000,2621.536,6
1685,179014,0 days 00:00:42.597000000,42.597,3
1686,179017,30 days 23:15:30.811000000,2675730.811,9
1687,179020,24 days 02:10:22.106000000,2081422.106,40
1688,179023,16 days 02:22:42.634000000,1390962.634,18
1689,179026,0 days 00:00:38.162000000,38.162,3
1690,179029,11 days 23:49:38.715000000,1036178.715,33
1691,179032,24 days 05:52:05.732000000,2094725.732,30
1692,179035,0 days 00:00:40.538000000,40.538,3
1693,179038,0 days 00:06:50.294000000,410.294,5
1694,179041,0 days 00:13:47.523000000,827.523,5
1695,179044,0 days 00:00:37.322000000,37.322,3
1696,179047,0 days 00:00:30.988000000,30.988,3
1697,179050,0 days 00:00:30.299000000,30.299,3
1698,179053,30 days 21:23:29.088000000,2669009.088,32
1699,179056,6 days 23:10:34.131000000,601834.131,12
1700,179059,5 days 22:09:55.059000000,511795.059,16
1701,179062,7 days 01:19:12.820000000,609552.82,13
1702,179065,10 days 22:13:57.830000000,944037.83,21
1703,179068,0 days 00:55:14.817000000,3314.817,5
1704,179071,30 days 19:51:17.083000000,2663477.083,7
1705,179074,23 days 22:32:42.293000000,2068362.293,20
1706,179077,12 days 00:46:24.486000000,1039584.486,22
1707,179080,30 days 19:29:23.275000000,2662163.275,6
1708,179083,0 days 00:48:09.830000000,2889.83,5
1709,179086,0 days 00:00:37.682000000,37.682,3
1710,179089,0 days 00:24:06.250000000,1446.25,4
1711,179092,0 days 00:00:37.377000000,37.377,3
1712,179095,9 days 00:50:43.631000000,780643.631,16
1713,179098,0 days 00:15:22.720000000,922.72,4
1714,179101,0 days 00:00:32.050000000,32.05,3
1715,179104,0 days 00:00:36.789000000,36.789,3
1716,179107,0 days 00:27:49.775000000,1669.775,5
1717,179110,33 days 18:12:20.013000000,2916740.013,27
1718,179113,2 days 00:09:37.687000000,173377.687,8
1719,179116,36 days 19:10:18.739000000,3179418.739,66
1720,179119,1 days 15:44:51.089000000,143091.089,5
1721,179122,0 days 00:00:40.096000000,40.096,3
1722,179125,0 days 00:00:43.886000000,43.886,3
1723,179128,0 days 00:00:47.306000000,47.306,3
1724,179131,1 days 13:50:52.937000000,136252.937,4
1725,179134,12 days 21:23:06.399000000,1113786.399,22
1726,179137,9 days 17:05:22.162000000,839122.162,20
1727,179140,2 days 15:15:43.438000000,227743.438,10
1728,179143,0 days 00:00:36.862000000,36.862,3
1729,179146,9 days 13:19:41.654000000,825581.654,18
1730,179149,11 days 14:34:06.934000000,1002846.934,21
1731,179152,12 days 16:13:43.582000000,1095223.582,24
1732,179155,0 days 00:00:38.708000000,38.708,3
1733,179158,30 days 12:01:47.029000000,2635307.029,15
1734,179161,1 days 09:09:42.563000000,119382.563,4
1735,179164,1 days 08:29:53.982000000,116993.982,4
1736,179167,1 days 08:14:34.166000000,116074.166,4
1737,179170,1 days 02:27:37.746000000,95257.746,5
1738,179173,0 days 23:39:13.787000000,85153.787,4
1739,179176,0 days 00:00:38.166000000,38.166,3
1740,179179,9 days 01:49:51.604000000,784191.604,20
1741,179182,1 days 02:44:00.836000000,96240.836,7
1742,179185,0 days 00:00:02.488000000,2.488,3
1743,179188,21 days 23:44:07.769000000,1899847.769,26
1744,179191,0 days 00:00:36.028000000,36.028,3
1745,179194,9 days 00:46:11.553000000,780371.553,20
1746,179197,0 days 20:40:58.227000000,74458.227,6
1747,179200,8 days 21:58:35.068000000,770315.068,20
1748,179203,31 days 03:27:42.833000000,2690862.833,27
1749,179206,0 days 00:00:38.552000000,38.552,3
1750,179209,0 days 00:00:34.165000000,34.165,3
1751,179212,0 days 20:03:59.665000000,72239.665,4
1752,179215,32 days 20:21:07.935000000,2838067.935,21
1753,179218,11 days 23:24:59.802000000,1034699.802,17
1754,179221,0 days 22:33:15.893000000,81195.893,7
1755,179224,0 days 00:00:35.004000000,35.004,3
1756,179227,0 days 00:00:32.832000000,32.832,3
1757,179230,0 days 00:00:35.891000000,35.891,3
1758,179233,8 days 06:03:44.007000000,713024.007,15
1759,179236,0 days 00:00:30.247000000,30.247,3
1760,179239,22 days 04:35:16.177000000,1917316.177,20
1761,179242,1 days 04:24:16.714000000,102256.714,11
1762,179245,12 days 22:39:28.254000000,1118368.254,18
1763,179248,0 days 17:36:03.926000000,63363.926,4
1764,179251,0 days 00:00:33.647000000,33.647,3
1765,179254,8 days 20:21:02.987000000,764462.987,16
1766,179257,0 days 16:51:04.475000000,60664.475,4
1767,179260,0 days 00:00:37.237000000,37.237,3
1768,179263,0 days 00:00:32.584000000,32.584,3
1769,179266,1 days 00:54:38.179000000,89678.179,10
1770,179269,0 days 00:00:31.233000000,31.233,3
1771,179272,16 days 19:44:31.894000000,1453471.894,35
1772,179275,0 days 00:00:38.080000000,38.08,3
1773,179278,4 days 16:44:03.536000000,405843.536,18
1774,179281,30 days 13:39:43.301000000,2641183.301,19
1775,179284,17 days 13:44:41.002000000,1518281.002,20
1776,179287,0 days 00:00:35.944000000,35.944,3
1777,179290,0 days 00:00:38.375000000,38.375,3
1778,179293,22 days 15:36:33.064000000,1956993.064,40
1779,179296,0 days 13:18:03.377000000,47883.377,4
1780,179299,12 days 16:11:34.722000000,1095094.722,18
1781,179302,8 days 14:46:17.742000000,744377.742,17
1782,179305,37 days 23:02:51.841000000,3279771.841,29
1783,179308,0 days 00:00:41.084000000,41.084,3
1784,179311,11 days 19:17:34.621000000,1019854.621,25
1785,179314,1 days 19:29:57.965000000,156597.965,6
1786,179317,0 days 21:02:21.980000000,75741.98,9
1787,179320,0 days 00:00:46.524000000,46.524,3
1788,179323,9 days 12:42:01.625000000,823321.625,18
1789,179326,11 days 12:04:11.226000000,993851.226,20
1790,179329,1 days 08:43:33.430000000,117813.43,8
1791,179332,0 days 07:28:39.420000000,26919.42,4
1792,179339,0 days 00:00:35.986000000,35.986,3
1793,179342,8 days 00:54:59.517000000,694499.517,17
1794,179345,9 days 03:16:28.574000000,789388.574,24
1795,179348,0 days 00:00:38.363000000,38.363,3
1796,179351,10 days 04:38:34.243000000,880714.243,17
1797,179354,23 days 02:55:38.835000000,1997738.835,33
1798,179357,0 days 00:00:40.756000000,40.756,3
1799,179360,0 days 00:04:33.517000000,273.517,4
1800,179363,28 days 02:25:49.702000000,2427949.702,18
1801,179366,0 days 00:00:02.337000000,2.337,3
1802,179369,0 days 03:32:22.640000000,12742.64,5
1803,179372,7 days 23:03:12.081000000,687792.081,19
1804,179375,10 days 02:55:42.132000000,874542.132,25
1805,179378,11 days 05:28:47.034000000,970127.034,17
1806,179381,0 days 06:46:22.717000000,24382.717,7
1807,179384,34 days 23:59:42.538000000,3023982.538,48
1808,179387,28 days 03:01:28.122000000,2430088.122,64
1809,179390,0 days 00:32:22.015000000,1942.015,8
1810,179393,30 days 22:21:40.228000000,2672500.228,25
1811,179396,30 days 22:10:35.889000000,2671835.889,19
1812,179399,76 days 21:33:21.906000000,6644001.906,46
1813,179402,0 days 00:06:37.149000000,397.149,4
1814,179405,30 days 21:53:11.076000000,2670791.076,23
1815,179408,35 days 03:39:25.322000000,3037165.322,25
1816,179411,2 days 03:00:33.981000000,183633.981,17
1817,179414,0 days 21:19:46.383000000,76786.383,9
1818,179417,0 days 00:00:36.379000000,36.379,3
1819,179420,1 days 01:40:42.933000000,92442.933,9
1820,179423,14 days 02:19:21.907000000,1217961.907,36
1821,179426,28 days 21:43:21.379000000,2497401.379,28
1822,179429,8 days 21:32:59.667000000,768779.667,17
1823,179432,0 days 06:15:30.174000000,22530.174,13
1824,179435,0 days 00:38:01.314000000,2281.314,4
1825,179438,12 days 01:05:23.130000000,1040723.13,14
1826,179441,0 days 00:25:29.752000000,1529.752,4
1827,179444,0 days 00:00:43.947000000,43.947,3
1828,179447,8 days 20:02:48.850000000,763368.85,18
1829,179450,17 days 03:13:44.169000000,1480424.169,33
1830,179453,0 days 19:48:08.956000000,71288.956,7
1831,179456,3 days 00:51:13.309000000,262273.309,22
1832,179459,0 days 05:31:48.725000000,19908.725,6
1833,179462,13 days 18:07:31.443000000,1188451.443,22
1834,179465,8 days 18:54:07.989000000,759247.989,24
1835,179468,0 days 00:00:46.675000000,46.675,3
1836,179471,1 days 00:22:40.520000000,87760.52,11
1837,179474,24 days 22:47:30.060000000,2155650.06,30
1838,179477,16 days 02:56:20.732000000,1392980.732,16
1839,179480,30 days 18:09:53.386000000,2657393.386,20
1840,179483,30 days 17:57:48.755000000,2656668.755,22
1841,179486,0 days 00:09:24.405000000,564.405,6
1842,179489,23 days 22:10:15.321000000,2067015.321,44
1843,179492,0 days 00:07:10.102000000,430.102,4
1844,179495,0 days 00:27:52.335000000,1672.335,5
1845,179498,0 days 00:00:42.716000000,42.716,3
1846,179501,9 days 19:20:25.796000000,847225.796,16
1847,179504,9 days 18:24:33.026000000,843873.026,18
1848,179507,0 days 00:00:49.426000000,49.426,3
1849,179510,0 days 00:11:38.645000000,698.645,4
1850,179513,0 days 00:24:00.911000000,1440.911,4
1851,179516,30 days 15:09:59.964000000,2646599.964,15
1852,179519,13 days 18:52:40.647000000,1191160.647,36
1853,179522,31 days 14:44:22.551000000,2731462.551,21
1854,179525,0 days 00:30:49.110000000,1849.11,4
1855,179528,0 days 00:05:09.874000000,309.874,4
1856,179531,0 days 00:37:09.945000000,2229.945,5
1857,179534,14 days 20:04:29.076000000,1281869.076,30
1858,179537,9 days 15:35:58.717000000,833758.717,20
1859,179540,10 days 01:16:37.320000000,868597.32,14
1860,179543,9 days 15:47:08.074000000,834428.074,18
1861,179546,21 days 12:26:39.685000000,1859199.685,24
1862,179549,0 days 00:00:32.829000000,32.829,3
1863,179552,0 days 00:00:32.529000000,32.529,3
1864,179555,0 days 00:00:36.163000000,36.163,3
1865,179558,11 days 00:04:10.300000000,950650.3,23
1866,179561,0 days 16:58:40.175000000,61120.175,9
1867,179564,0 days 12:11:33.906000000,43893.906,6
1868,179567,7 days 20:40:08.565000000,679208.565,15
1869,179570,0 days 00:00:36.391000000,36.391,3
1870,179573,16 days 17:03:36.734000000,1443816.734,20
1871,179576,0 days 11:25:54.241000000,41154.241,5
1872,179579,10 days 14:57:22.643000000,917842.643,33
1873,179582,0 days 00:00:39.410000000,39.41,3
1874,179585,72 days 11:38:21.698000000,6262701.698,55
1875,179588,0 days 00:00:31.922000000,31.922,3
1876,179591,91 days 10:55:36.161000000,7901736.161,53
1877,179594,8 days 11:19:25.129000000,731965.129,19
1878,179597,0 days 09:14:11.618000000,33251.618,4
1879,179600,0 days 09:02:38.748000000,32558.748,4
1880,179603,0 days 08:32:20.505000000,30740.505,4
1881,179619,0 days 00:01:02.356000000,62.356,3
1882,179622,0 days 00:54:05.045000000,3245.045,5
1883,179625,17 days 11:51:59.734000000,1511519.734,24
1884,179628,32 days 01:08:55.446000000,2768935.446,26
1885,179631,0 days 04:00:50.860000000,14450.86,6
1886,179634,0 days 00:33:43.393000000,2023.393,4
1887,179637,0 days 01:17:17.018000000,4637.018,18
1888,179640,0 days 00:24:53.220000000,1493.22,6
1889,179643,9 days 03:44:35.092000000,791075.092,18
1890,179646,10 days 02:24:49.401000000,872689.401,30
1891,179649,0 days 01:15:22.990000000,4522.99,5
1892,179652,27 days 03:52:10.148000000,2346730.148,34
1893,179655,0 days 00:40:20.967000000,2420.967,4
1894,179658,0 days 00:00:37.601000000,37.601,3
1895,179661,0 days 00:34:00.282000000,2040.282,4
1896,179664,0 days 00:31:02.075000000,1862.075,4
1897,179667,1 days 03:55:30.950000000,100530.95,13
1898,179670,30 days 22:26:15.145000000,2672775.145,11
1899,179673,20 days 04:22:48.788000000,1743768.788,21
1900,179676,10 days 02:08:22.488000000,871702.488,20
1901,179679,0 days 00:01:01.441000000,61.441,3
1902,179682,0 days 00:00:45.487000000,45.487,3
1903,179685,0 days 00:00:33.790000000,33.79,3
1904,179688,1 days 23:29:28.003000000,170968.003,13
1905,179691,27 days 23:02:19.911000000,2415739.911,27
1906,179694,27 days 20:47:31.992000000,2407651.992,31
1907,179697,30 days 19:44:54.873000000,2663094.873,23
1908,179700,3 days 00:51:28.538000000,262288.538,13
1909,179703,7 days 02:35:54.576000000,614154.576,15
1910,179706,0 days 00:00:45.680000000,45.68,3
1911,179709,54 days 19:14:04.985000000,4734844.985,33
1912,179712,0 days 00:15:18.694000000,918.694,7
1913,179715,0 days 00:00:53.313000000,53.313,3
1914,179718,8 days 23:46:56.010000000,776816.01,15
1915,179721,7 days 02:20:46.041000000,613246.041,15
1916,179724,0 days 00:10:14.417000000,614.417,6
1917,179727,60 days 00:16:05.423000000,5184965.423,22
1918,179730,9 days 18:02:08.020000000,842528.02,25
1919,179733,0 days 00:00:40.961000000,40.961,3
1920,179736,29 days 23:19:00.738000000,2589540.738,29
1921,179739,0 days 00:05:33.497000000,333.497,4
1922,179742,0 days 00:00:47.501000000,47.501,3
1923,179745,0 days 00:00:57.714000000,57.714,3
1924,179748,0 days 00:22:21.475000000,1341.475,5
1925,179751,0 days 00:19:00.256000000,1140.256,4
1926,179754,0 days 00:00:38.907000000,38.907,3
1927,179757,46 days 16:32:05.775000000,4033925.775,33
1928,179760,20 days 03:57:29.738000000,1742249.738,20
1929,179763,33 days 17:11:31.741000000,2913091.741,24
1930,179766,1 days 02:10:04.454000000,94204.454,8
1931,179769,8 days 16:31:03.265000000,750663.265,16
1932,179772,14 days 21:06:26.838000000,1285586.838,18
1933,179775,0 days 00:00:36.184000000,36.184,3
1934,179778,0 days 00:00:30.808000000,30.808,3
1935,179781,0 days 00:12:18.250000000,738.25,4
1936,179784,8 days 18:14:49.512000000,756889.512,16
1937,179787,0 days 00:00:37.842000000,37.842,3
1938,179790,0 days 00:00:35.494000000,35.494,3
1939,179793,5 days 19:46:47.754000000,503207.754,13
1940,179796,6 days 21:22:53.915000000,595373.915,27
1941,179799,0 days 00:04:05.329000000,245.329,4
1942,179802,0 days 00:00:42.123000000,42.123,3
1943,179805,0 days 00:40:51.302000000,2451.302,6
1944,179808,17 days 18:36:04.700000000,1535764.7,19
1945,179811,12 days 20:30:12.461000000,1110612.461,25
1946,179814,0 days 00:00:32.849000000,32.849,3
1947,179817,20 days 00:21:54.176000000,1729314.176,21
1948,179820,0 days 00:13:25.215000000,805.215,5
1949,179823,21 days 16:53:25.610000000,1875205.61,31
1950,179826,0 days 21:40:43.086000000,78043.086,10
1951,179829,15 days 18:11:44.894000000,1361504.894,23
1952,179832,26 days 12:53:02.363000000,2292782.363,39
1953,179835,0 days 00:00:39.555000000,39.555,3
1954,179838,0 days 00:00:35.119000000,35.119,3
1955,179841,8 days 17:09:52.376000000,752992.376,16
1956,179844,0 days 00:00:48.635000000,48.635,3
1957,179847,13 days 17:53:14.521000000,1187594.521,26
1958,179850,0 days 00:00:34.323000000,34.323,3
1959,179853,0 days 00:00:36.638000000,36.638,3
1960,179856,13 days 14:46:06.607000000,1176366.607,33
1961,179859,18 days 14:53:59.961000000,1608839.961,17
1962,179862,33 days 16:26:26.637000000,2910386.637,24
1963,179865,0 days 10:59:59.015000000,39599.015,4
1964,179868,0 days 00:00:35.345000000,35.345,3
1965,179871,23 days 13:28:32.977000000,2035712.977,35
1966,179879,30 days 11:12:03.658000000,2632323.658,9
1967,179882,0 days 10:26:04.816000000,37564.816,5
1968,179885,27 days 10:27:53.215000000,2370473.215,53
1969,179888,1 days 10:58:43.675000000,125923.675,9
1970,179899,13 days 05:44:16.249000000,1143856.249,31
1971,179902,15 days 04:24:13.198000000,1311853.198,26
1972,179905,0 days 01:17:03.265000000,4623.265,5
1973,179908,7 days 01:56:32.294000000,611792.294,16
1974,179911,0 days 00:00:48.932000000,48.932,3
1975,179914,8 days 06:12:53.833000000,713573.833,17
1976,179917,16 days 09:50:25.439000000,1417825.439,15
1977,179920,0 days 00:01:01.771000000,61.771,3
1978,179923,0 days 04:05:27.389000000,14727.389,6
1979,179926,0 days 03:27:52.275000000,12472.275,7
1980,179929,9 days 05:55:00.343000000,798900.343,26
1981,179932,21 days 04:03:09.529000000,1828989.529,25
1982,179935,6 days 22:49:26.895000000,600566.895,19
1983,179938,1 days 06:44:29.398000000,110669.398,8
1984,179941,0 days 01:14:55.196000000,4495.196,4
1985,179944,30 days 22:57:21.803000000,2674641.803,20
1986,179947,0 days 00:00:37.636000000,37.636,3
1987,179950,9 days 04:34:10.446000000,794050.446,18
1988,179953,0 days 00:06:58.731000000,418.731,5
1989,179956,0 days 00:00:38.287000000,38.287,3
1990,179959,7 days 02:19:13.226000000,613153.226,16
1991,179962,6 days 23:02:36.817000000,601356.817,21
1992,179965,0 days 00:03:34.549000000,214.549,4
1993,179968,30 days 21:18:04.852000000,2668684.852,13
1994,179971,0 days 19:38:48.711000000,70728.711,5
1995,179974,7 days 23:12:35.604000000,688355.604,10
1996,179977,2 days 20:19:13.310000000,245953.31,10
1997,179980,0 days 00:54:58.637000000,3298.637,4
1998,179983,0 days 00:23:10.177000000,1390.177,7
1999,179986,15 days 00:06:10.120000000,1296370.12,24
2000,179989,12 days 22:04:05.400000000,1116245.4,23
2001,179992,0 days 23:18:50.223000000,83930.223,7
2002,179995,0 days 00:31:19.347000000,1879.347,4
2003,179998,12 days 21:55:36.129000000,1115736.129,21
2004,180001,0 days 00:00:34.106000000,34.106,3
2005,180004,41 days 04:06:48.799000000,3557208.799,42
2006,180007,0 days 00:50:25.308000000,3025.308,4
2007,180010,0 days 04:05:04.557000000,14704.557,8
2008,180013,26 days 20:45:10.238000000,2321110.238,29
2009,180016,30 days 17:39:17.834000000,2655557.834,16
2010,180019,0 days 00:00:34.552000000,34.552,3
2011,180022,15 days 23:45:34.203000000,1381534.203,20
2012,180025,19 days 15:59:57.216000000,1699197.216,29
2013,180028,0 days 00:00:38.172000000,38.172,3
2014,180031,0 days 17:19:34.080000000,62374.08,8
2015,180034,30 days 15:42:42.258000000,2648562.258,25
2016,180037,32 days 19:10:07.060000000,2833807.06,28
2017,180040,13 days 18:07:25.723000000,1188445.723,18
2018,180043,30 days 15:29:26.601000000,2647766.601,12
2019,180046,4 days 21:32:51.666000000,423171.666,20
2020,180049,0 days 00:00:37.612000000,37.612,3
2021,180052,23 days 02:42:22.912000000,1996942.912,16
2022,180055,0 days 00:00:34.959000000,34.959,3
2023,180058,0 days 00:41:20.566000000,2480.566,4
2024,180061,0 days 00:40:30.548000000,2430.548,4
2025,180064,8 days 17:20:47.103000000,753647.103,16
2026,180067,15 days 21:28:31.747000000,1373311.747,37
2027,180070,22 days 18:20:14.701000000,1966814.701,39
2028,180073,0 days 00:00:52.734000000,52.734,3
2029,180076,0 days 00:27:39.246000000,1659.246,4
2030,180079,19 days 15:38:23.648000000,1697903.648,24
2031,180082,13 days 20:10:15.291000000,1195815.291,20
2032,180085,0 days 00:00:37.671000000,37.671,3
2033,180088,0 days 11:43:32.161000000,42212.161,4
2034,180091,29 days 16:50:59.024000000,2566259.024,44
2035,180094,21 days 11:58:17.094000000,1857497.094,26
2036,180097,0 days 18:45:12.522000000,67512.522,7
2037,180100,0 days 11:45:19.270000000,42319.27,6
2038,180103,30 days 11:29:02.222000000,2633342.222,18
2039,180119,0 days 10:09:36.611000000,36576.611,4
2040,180122,0 days 09:29:07.796000000,34147.796,4
2041,180125,30 days 06:54:00.144000000,2616840.144,24
2042,180139,9 days 04:46:54.746000000,794814.746,13
2043,180142,0 days 08:18:28.665000000,29908.665,7
2044,180145,18 days 11:13:27.460000000,1595607.46,22
2045,180148,0 days 03:38:14.030000000,13094.03,7
2046,180151,0 days 00:27:02.372000000,1622.372,4
2047,180154,0 days 00:00:35.584000000,35.584,3
2048,180157,0 days 00:01:14.734000000,74.734,3
2049,180160,61 days 06:06:47.234000000,5292407.234,37
2050,180163,0 days 04:19:38.354000000,15578.354,6
2051,180166,15 days 06:56:45.796000000,1321005.796,20
2052,180169,0 days 00:00:54.130000000,54.13,3
2053,180172,1 days 03:45:02.549000000,99902.549,7
2054,180175,27 days 23:48:06.014000000,2418486.014,40
2055,180178,6 days 23:29:44.971000000,602984.971,11
2056,180181,10 days 22:35:26.582000000,945326.582,22
2057,180184,0 days 00:00:34.575000000,34.575,3
2058,180187,29 days 02:24:13.951000000,2514253.951,21
2059,180190,0 days 04:00:43.124000000,14443.124,4
2060,180193,19 days 00:42:50.548000000,1644170.548,33
2061,180196,6 days 03:21:36.654000000,530496.654,25
2062,180199,0 days 00:00:34.548000000,34.548,3
2063,180202,5 days 22:18:52.291000000,512332.291,17
2064,180205,0 days 00:19:09.075000000,1149.075,5
2065,180208,5 days 01:38:29.992000000,437909.992,21
2066,180211,0 days 02:44:35.526000000,9875.526,4
2067,180214,0 days 02:36:33.500000000,9393.5,5
2068,180217,7 days 04:35:04.504000000,621304.504,23
2069,180220,10 days 23:40:27.201000000,949227.201,16
2070,180223,0 days 00:00:35.065000000,35.065,3
2071,180226,0 days 00:00:39.912000000,39.912,3
2072,180229,30 days 19:43:21.756000000,2663001.756,22
2073,180232,0 days 00:00:42.012000000,42.012,3
2074,180235,0 days 00:00:47.563000000,47.563,3
2075,180238,0 days 00:00:49.269000000,49.269,3
2076,180241,18 days 00:48:20.707000000,1558100.707,16
2077,180244,0 days 00:00:30.589000000,30.589,3
2078,180247,0 days 02:52:42.493000000,10362.493,8
2079,180250,0 days 00:00:50.579000000,50.579,3
2080,180253,30 days 19:11:43.163000000,2661103.163,19
2081,180256,0 days 02:35:35.928000000,9335.928,6
2082,180259,0 days 01:16:30.299000000,4590.299,4
2083,180262,6 days 02:32:06.596000000,527526.596,17
2084,180265,7 days 19:37:05.717000000,675425.717,19
2085,180268,0 days 00:00:37.795000000,37.795,3
2086,180271,0 days 00:00:41.408000000,41.408,3
2087,180274,0 days 00:00:45.757000000,45.757,3
2088,180277,0 days 00:00:57.431000000,57.431,3
2089,180280,0 days 00:51:49.161000000,3109.161,4
2090,180283,11 days 19:49:55.698000000,1021795.698,28
2091,180286,0 days 00:00:36.625000000,36.625,3
2092,180289,18 days 17:27:55.788000000,1618075.788,25
2093,180292,0 days 00:00:51.944000000,51.944,3
2094,180295,19 days 00:04:01.642000000,1641841.642,29
2095,180298,11 days 21:05:53.629000000,1026353.629,20
2096,180301,0 days 01:13:21.950000000,4401.95,8
2097,180304,0 days 00:11:36.820000000,696.82,4
2098,180307,0 days 00:00:43.258000000,43.258,3
2099,180310,12 days 21:59:32.871000000,1115972.871,23
2100,180313,12 days 20:19:33.403000000,1109973.403,26
2101,180316,0 days 00:00:39.592000000,39.592,3
2102,180319,11 days 16:06:08.235000000,1008368.235,22
2103,180322,11 days 16:29:23.872000000,1009763.872,27
2104,180325,0 days 02:37:12.823000000,9432.823,5
2105,180328,7 days 15:43:27.636000000,661407.636,26
2106,180331,12 days 17:26:40.494000000,1099600.494,17
2107,180334,14 days 17:26:24.481000000,1272384.481,23
2108,180337,0 days 00:00:48.160000000,48.16,3
2109,180340,30 days 15:12:11.589000000,2646731.589,13
2110,180343,0 days 00:00:40.726000000,40.726,3
2111,180346,13 days 16:26:49.114000000,1182409.114,18
2112,180349,11 days 15:37:05.704000000,1006625.704,31
2113,180352,0 days 01:37:15.090000000,5835.09,4
2114,180355,0 days 00:00:37.963000000,37.963,3
2115,180358,10 days 20:56:38.894000000,939398.894,32
2116,180361,0 days 00:00:48.990000000,48.99,3
2117,180364,4 days 00:08:47.726000000,346127.726,13
2118,180367,11 days 19:01:48.847000000,1018908.847,18
2119,180370,6 days 17:19:39.750000000,580779.75,16
2120,180373,18 days 00:27:42.866000000,1556862.866,40
2121,180376,30 days 13:58:21.476000000,2642301.476,19
2122,180379,0 days 00:00:35.558000000,35.558,3
2123,180382,17 days 21:00:37.566000000,1544437.566,16
2124,180385,0 days 14:32:06.146000000,52326.146,14
2125,180388,11 days 13:38:06.442000000,999486.442,26
2126,180391,14 days 14:24:33.070000000,1261473.07,25
2127,180394,13 days 16:49:56.526000000,1183796.526,8
2128,180397,0 days 00:00:40.926000000,40.926,3
2129,180400,3 days 23:32:58.190000000,343978.19,11
2130,180403,18 days 13:19:06.476000000,1603146.476,18
2131,180406,0 days 00:00:43.494000000,43.494,3
2132,180409,30 days 11:49:28.510000000,2634568.51,12
2133,180412,0 days 18:05:22.271000000,65122.271,8
2134,180415,30 days 11:19:54.478000000,2632794.478,16
2135,180418,7 days 20:12:27.305000000,677547.305,14
2136,180421,25 days 16:28:18.711000000,2219298.711,23
2137,180424,11 days 14:01:50.976000000,1000910.976,25
2138,180427,0 days 16:47:30.171000000,60450.171,6
2139,180439,11 days 07:04:52.869000000,975892.869,20
2140,180442,0 days 00:42:01.517000000,2521.517,4
2141,180445,10 days 05:57:07.200000000,885427.2,23
2142,180448,0 days 00:09:32.686000000,572.686,6
2143,180451,13 days 02:13:58.248000000,1131238.248,24
2144,180454,17 days 07:44:30.515000000,1496670.515,16
2145,180457,20 days 04:51:52.500000000,1745512.5,34
2146,180460,30 days 23:43:00.324000000,2677380.324,16
2147,180463,12 days 05:52:50.084000000,1057970.084,18
2148,180466,0 days 00:00:54.785000000,54.785,3
2149,180469,7 days 02:08:49.326000000,612529.326,14
2150,180472,0 days 00:00:38.637000000,38.637,3
2151,180475,0 days 00:48:54.851000000,2934.851,4
2152,180478,0 days 01:20:06.148000000,4806.148,5
2153,180481,20 days 03:50:32.963000000,1741832.963,28
2154,180484,3 days 00:35:31.000000000,261331.0,8
2155,180487,0 days 23:51:43.072000000,85903.072,13
2156,180490,0 days 00:32:03.733000000,1923.733,4
2157,180493,0 days 00:20:57.072000000,1257.072,4
2158,180496,0 days 00:00:57.228000000,57.228,3
2159,180499,0 days 22:49:06.894000000,82146.894,13
2160,180502,0 days 00:02:51.843000000,171.843,4
2161,180505,14 days 03:35:54.661000000,1222554.661,16
2162,180508,0 days 02:55:59.255000000,10559.255,6
2163,180511,0 days 00:04:21.488000000,261.488,4
2164,180514,0 days 00:13:42.420000000,822.42,4
2165,180517,30 days 20:19:29.742000000,2665169.742,22
2166,180520,17 days 21:37:50.048000000,1546670.048,22
2167,180523,21 days 06:53:57.341000000,1839237.341,20
2168,180526,26 days 06:08:34.036000000,2268514.036,15
2169,180529,0 days 00:00:34.876000000,34.876,3
2170,180532,12 days 22:11:10.356000000,1116670.356,30
2171,180535,49 days 19:32:14.922000000,4303934.922,53
2172,180538,13 days 20:24:59.786000000,1196699.786,26
2173,180541,27 days 05:29:32.641000000,2352572.641,16
2174,180544,0 days 00:00:52.987000000,52.987,3
2175,180547,0 days 00:11:48.375000000,708.375,17
2176,180550,0 days 00:09:12.091000000,552.091,4
2177,180553,7 days 22:03:35.475000000,684215.475,13
2178,180556,30 days 17:54:54.306000000,2656494.306,8
2179,180559,23 days 17:49:22.684000000,2051362.684,19
2180,180562,2 days 17:34:54.431000000,236094.431,6
2181,180565,17 days 18:48:10.358000000,1536490.358,18
2182,180568,0 days 00:00:33.791000000,33.791,3
2183,180571,0 days 00:00:32.254000000,32.254,3
2184,180574,9 days 16:25:00.652000000,836700.652,18
2185,180577,16 days 19:45:53.302000000,1453553.302,27
2186,180580,0 days 00:09:00.262000000,540.262,7
2187,180583,10 days 18:16:06.804000000,929766.804,14
2188,180586,23 days 15:02:39.562000000,2041359.562,17
2189,180589,30 days 14:18:20.188000000,2643500.188,18
2190,180592,0 days 00:00:40.497000000,40.497,3
2191,180595,14 days 00:53:09.104000000,1212789.104,17
2192,180598,0 days 00:00:38.014000000,38.014,3
2193,180601,0 days 13:04:09.471000000,47049.471,4
2194,180604,26 days 23:30:21.408000000,2331021.408,19
2195,180607,0 days 00:00:37.196000000,37.196,3
2196,180610,27 days 16:25:52.655000000,2391952.655,25
2197,180613,12 days 02:18:16.995000000,1045096.995,19
2198,180616,0 days 00:00:32.568000000,32.568,3
2199,180619,4 days 05:08:29.100000000,364109.1,10
